expiration, strike, type, price, volume
2023-12-15,  4475,  put,  2.34, 2476
2023-12-15,  4480,  put,  2.55, 138
2023-12-15,  4485,  put,  2.55, 268
2023-12-15,  4490,  put,  3.04, 373
2023-12-15,  4495,  put,  3.28, 351
2023-12-15,  4500,  put,  3.60, 4253
2023-12-15,  4505,  put,  3.97, 313
2023-12-15,  4510,  put,  4.10, 570
2023-12-15,  4515,  put,  4.53, 160
2023-12-15,  4520,  put,  5.00, 464
2023-12-15,  4525,  put,  5.40, 728
2023-12-15,  4530,  put,  5.90, 213
2023-12-15,  4535,  put,  7.09, 200
2023-12-15,  4540,  put,  7.84, 502
2023-12-15,  4545,  put,  8.03, 293
2023-12-15,  4550,  put,  9.70, 4943
2023-12-15,  4555,  put,  9.95, 114
2023-12-15,  4560,  put,  12.10, 713
2023-12-15,  4565,  put,  12.20, 265
2023-12-15,  4570,  put,  14.40, 373
2023-12-15,  4575,  put,  16.20, 4520
2023-12-15,  4580,  put,  16.71, 567
2023-12-15,  4585,  put,  18.80, 2585
2023-12-15,  4590,  put,  20.40, 2132
2023-12-15,  4595,  put,  22.90, 2694
2023-12-15,  4600,  put,  25.20, 38845
2023-12-15,  4605,  put,  27.90, 6992
2023-12-15,  4610,  put,  29.59, 5754
2023-12-15,  4615,  put,  31.80, 196
2023-12-15,  5000,  put,  394.34, 180
2024-01-19,   200, call,  4388.36, 305
2024-01-19,  1000, call,  3601.82, 51
2024-01-19,  4000, call,  634.87, 201
2024-01-19,  4300, call,  333.90, 63
2024-01-19,  4500, call,  156.78, 1206
2024-01-19,  4550, call,  118.01, 330
2024-01-19,  4575, call,  103.99, 134
2024-01-19,  4585, call,  94.00, 60
2024-01-19,  4590, call,  90.50, 93
2024-01-19,  4595, call,  84.90, 145
2024-01-19,  4600, call,  85.20, 9641
2024-01-19,  4605, call,  81.41, 98
2024-01-19,  4610, call,  78.41, 96
2024-01-19,  4620, call,  76.10, 522
2024-01-19,  4640, call,  64.21, 162
2024-01-19,  4650, call,  57.40, 674
2024-01-19,  4665, call,  51.80, 408
2024-01-19,  4675, call,  44.98, 68
2024-01-19,  4680, call,  45.60, 276
2024-01-19,  4690, call,  38.95, 196
2024-01-19,  4700, call,  36.46, 1670
2024-01-19,  4715, call,  25.70, 81
2024-01-19,  4720, call,  29.29, 735
2024-01-19,  4725, call,  27.60, 766
2024-01-19,  4750, call,  21.20, 690
2024-01-19,  4770, call,  16.60, 124
2024-01-19,  4775, call,  15.40, 86
2024-01-19,  4780, call,  13.04, 111
2024-01-19,  4800, call,  11.25, 716
2024-01-19,  4815, call,  9.70, 314
2024-01-19,  4820, call,  9.70, 168
2024-01-19,  4825, call,  7.95, 698
2024-01-19,  4830, call,  8.11, 68
2024-01-19,  4850, call,  5.73, 572
2024-01-19,  4880, call,  3.80, 178
2024-01-19,  4890, call,  3.70, 226
2024-01-19,  4900, call,  3.07, 90
2024-01-19,  4950, call,  1.50, 754
2024-01-19,  5000, call,  0.75, 505
2024-01-19,  5020, call,  0.50, 100
2024-01-19,  5040, call,  0.40, 100
2024-01-19,  5050, call,  0.55, 110
2024-01-19,  5075, call,  0.36, 50
2024-01-19,  5100, call,  0.35, 220
2024-01-19,  5200, call,  0.20, 102
2024-01-19,  5500, call,  0.07, 51
2024-01-19,  6600, call,  0.05, 59
2024-01-19,   600,  put,  0.05, 246
2024-01-19,  1000,  put,  0.03, 51
2024-01-19,  2600,  put,  0.10, 201
2024-01-19,  2850,  put,  0.25, 80
2024-01-19,  3000,  put,  0.35, 231
2024-01-19,  3025,  put,  0.35, 89
2024-01-19,  3050,  put,  0.35, 481
2024-01-19,  3075,  put,  0.37, 73
2024-01-19,  3200,  put,  0.47, 2272
2024-01-19,  3250,  put,  0.58, 191
2024-01-19,  3300,  put,  0.62, 919
2024-01-19,  3400,  put,  0.80, 82
2024-01-19,  3500,  put,  1.01, 105
2024-01-19,  3590,  put,  1.30, 101
2024-01-19,  3600,  put,  1.25, 130
2024-01-19,  3650,  put,  1.35, 352
2024-01-19,  3675,  put,  1.55, 1000
2024-01-19,  3710,  put,  1.75, 500
2024-01-19,  3790,  put,  1.90, 191
2024-01-19,  3850,  put,  2.13, 262
2024-01-19,  3900,  put,  2.40, 204
2024-01-19,  3905,  put,  2.65, 108
2024-01-19,  3990,  put,  3.40, 100
2024-01-19,  4000,  put,  3.10, 1107
2024-01-19,  4020,  put,  3.42, 61
2024-01-19,  4100,  put,  4.20, 3042
2024-01-19,  4110,  put,  4.30, 282
2024-01-19,  4125,  put,  5.40, 50
2024-01-19,  4150,  put,  5.00, 1182
2024-01-19,  4170,  put,  5.34, 107
2024-01-19,  4185,  put,  6.10, 1000
2024-01-19,  4195,  put,  6.40, 1000
2024-01-19,  4200,  put,  5.90, 393
2024-01-19,  4250,  put,  7.22, 478
2024-01-19,  4300,  put,  9.30, 1918
2024-01-19,  4320,  put,  10.30, 53
2024-01-19,  4325,  put,  10.46, 1404
2024-01-19,  4330,  put,  10.82, 258
2024-01-19,  4350,  put,  12.10, 494
2024-01-19,  4390,  put,  14.97, 135
2024-01-19,  4400,  put,  15.73, 2879
2024-01-19,  4425,  put,  18.05, 569
2024-01-19,  4440,  put,  19.70, 77
2024-01-19,  4445,  put,  20.60, 55
2024-01-19,  4450,  put,  21.00, 3899
2024-01-19,  4455,  put,  21.70, 683
2024-01-19,  4460,  put,  22.30, 250
2024-01-19,  4475,  put,  24.50, 165
2024-01-19,  4500,  put,  28.60, 2772
2024-01-19,  4520,  put,  32.40, 281
2024-01-19,  4525,  put,  33.67, 705
2024-01-19,  4530,  put,  34.30, 278
2024-01-19,  4535,  put,  35.60, 201
2024-01-19,  4540,  put,  36.70, 274
2024-01-19,  4550,  put,  39.50, 538
2024-01-19,  4555,  put,  40.50, 239
2024-01-19,  4575,  put,  46.17, 242
2024-01-19,  4580,  put,  48.53, 663
2024-01-19,  4595,  put,  52.74, 198
2024-01-19,  4600,  put,  55.70, 9807
2024-01-19,  4605,  put,  56.98, 149
2024-01-19,  4610,  put,  67.30, 50
2024-01-19,  4620,  put,  62.46, 262
2024-01-19,  4625,  put,  65.00, 708
2024-01-19,  4650,  put,  74.50, 609
2024-01-19,  4705,  put,  107.86, 78
2024-01-19,  5500,  put,  869.18, 51
2024-01-19,  6600,  put,  1969.79, 305
2024-02-16,  2500, call,  2125.47, 1200
2024-02-16,  4000, call,  645.08, 2002
2024-02-16,  4375, call,  300.91, 52
2024-02-16,  4525, call,  172.70, 119
2024-02-16,  4550, call,  158.52, 159
2024-02-16,  4595, call,  125.92, 100
2024-02-16,  4600, call,  120.95, 1081
2024-02-16,  4625, call,  108.45, 111
2024-02-16,  4650, call,  94.00, 421
2024-02-16,  4655, call,  92.11, 57
2024-02-16,  4675, call,  68.40, 75
2024-02-16,  4700, call,  67.44, 962
2024-02-16,  4730, call,  54.40, 478
2024-02-16,  4750, call,  45.83, 230
2024-02-16,  4775, call,  39.51, 757
2024-02-16,  4780, call,  37.30, 94
2024-02-16,  4790, call,  34.25, 104
2024-02-16,  4800, call,  32.22, 444
2024-02-16,  4825, call,  26.16, 68
2024-02-16,  4850, call,  20.29, 67
2024-02-16,  4900, call,  13.01, 79
2024-02-16,  4910, call,  11.60, 102
2024-02-16,  4920, call,  9.65, 106
2024-02-16,  4925, call,  9.70, 266
2024-02-16,  4930, call,  9.60, 414
2024-02-16,  4950, call,  7.70, 166
2024-02-16,  5000, call,  4.40, 2330
2024-02-16,  5025, call,  3.82, 204
2024-02-16,  5050, call,  2.85, 114
2024-02-16,  5100, call,  1.75, 152
2024-02-16,  5125, call,  1.30, 154
2024-02-16,  5200, call,  0.70, 126
2024-02-16,  5250, call,  0.50, 298
2024-02-16,  5300, call,  0.37, 76
2024-02-16,  2200,  put,  0.20, 1450
2024-02-16,  2500,  put,  0.35, 276
2024-02-16,  2825,  put,  0.75, 63
2024-02-16,  2850,  put,  0.80, 55
2024-02-16,  3000,  put,  1.05, 85
2024-02-16,  3050,  put,  1.25, 153
2024-02-16,  3100,  put,  1.30, 178
2024-02-16,  3125,  put,  1.40, 110
2024-02-16,  3150,  put,  1.45, 134
2024-02-16,  3200,  put,  1.55, 247
2024-02-16,  3250,  put,  1.70, 121
2024-02-16,  3300,  put,  1.90, 167
2024-02-16,  3400,  put,  2.30, 150
2024-02-16,  3520,  put,  2.94, 90
2024-02-16,  3870,  put,  6.47, 142
2024-02-16,  3875,  put,  5.90, 377
2024-02-16,  3900,  put,  6.31, 121
2024-02-16,  4000,  put,  8.20, 2052
2024-02-16,  4025,  put,  8.90, 122
2024-02-16,  4050,  put,  9.71, 65
2024-02-16,  4145,  put,  14.30, 100
2024-02-16,  4165,  put,  15.80, 50
2024-02-16,  4175,  put,  14.70, 222
2024-02-16,  4200,  put,  15.20, 213
2024-02-16,  4225,  put,  16.83, 215
2024-02-16,  4250,  put,  18.45, 1815
2024-02-16,  4275,  put,  19.97, 60
2024-02-16,  4300,  put,  21.95, 821
2024-02-16,  4325,  put,  24.16, 143
2024-02-16,  4335,  put,  25.10, 744
2024-02-16,  4350,  put,  26.50, 122
2024-02-16,  4375,  put,  29.45, 121
2024-02-16,  4400,  put,  32.10, 599
2024-02-16,  4405,  put,  33.00, 999
2024-02-16,  4425,  put,  36.12, 54
2024-02-16,  4450,  put,  39.95, 114
2024-02-16,  4455,  put,  40.70, 58
2024-02-16,  4465,  put,  42.69, 54
2024-02-16,  4470,  put,  43.20, 75
2024-02-16,  4475,  put,  44.45, 311
2024-02-16,  4500,  put,  49.50, 1940
2024-02-16,  4525,  put,  54.88, 494
2024-02-16,  4550,  put,  61.37, 2725
2024-02-16,  4590,  put,  74.44, 606
2024-02-16,  4595,  put,  78.32, 51
2024-02-16,  4600,  put,  77.15, 838
2024-02-16,  4640,  put,  97.76, 69
2024-02-16,  4650,  put,  94.94, 51
2024-02-16,  4655,  put,  98.47, 117
2024-02-16,  4700,  put,  119.85, 506
2024-02-16,  5000,  put,  356.27, 2002
2024-03-15,  1200, call,  3391.40, 57
2024-03-15,  4000, call,  667.27, 9500
2024-03-15,  4350, call,  333.40, 112
2024-03-15,  4500, call,  226.06, 307
2024-03-15,  4600, call,  155.84, 27120
2024-03-15,  4605, call,  135.63, 225
2024-03-15,  4620, call,  138.83, 270
2024-03-15,  4625, call,  125.23, 420
2024-03-15,  4650, call,  125.72, 898
2024-03-15,  4660, call,  118.99, 378
2024-03-15,  4700, call,  97.70, 93
2024-03-15,  4820, call,  46.20, 407
2024-03-15,  4830, call,  37.55, 304
2024-03-15,  4850, call,  37.82, 617
2024-03-15,  4875, call,  31.09, 500
2024-03-15,  4900, call,  25.50, 66
2024-03-15,  4950, call,  17.25, 605
2024-03-15,  4975, call,  15.21, 320
2024-03-15,  5000, call,  12.52, 10293
2024-03-15,  5025, call,  10.22, 396
2024-03-15,  5100, call,  5.40, 166
2024-03-15,  2925,  put,  2.10, 202
2024-03-15,  3100,  put,  2.75, 66
2024-03-15,  3175,  put,  3.10, 87
2024-03-15,  3200,  put,  3.25, 1631
2024-03-15,  3350,  put,  4.10, 132
2024-03-15,  3400,  put,  4.40, 69
2024-03-15,  3475,  put,  5.00, 576
2024-03-15,  3500,  put,  5.20, 1509
2024-03-15,  3600,  put,  6.20, 1690
2024-03-15,  3610,  put,  6.40, 75
2024-03-15,  3680,  put,  7.30, 166
2024-03-15,  3700,  put,  7.60, 3019
2024-03-15,  3750,  put,  8.40, 131
2024-03-15,  3800,  put,  9.30, 263
2024-03-15,  3900,  put,  11.60, 1560
2024-03-15,  4000,  put,  14.79, 11406
2024-03-15,  4050,  put,  16.90, 1404
2024-03-15,  4075,  put,  18.10, 81
2024-03-15,  4100,  put,  19.40, 398
2024-03-15,  4120,  put,  20.50, 283
2024-03-15,  4125,  put,  21.15, 153
2024-03-15,  4130,  put,  22.65, 131
2024-03-15,  4150,  put,  22.22, 688
2024-03-15,  4200,  put,  25.90, 1965
2024-03-15,  4250,  put,  29.74, 2008
2024-03-15,  4275,  put,  32.70, 1025
2024-03-15,  4300,  put,  34.90, 685
2024-03-15,  4325,  put,  40.79, 455
2024-03-15,  4350,  put,  40.92, 1883
2024-03-15,  4365,  put,  45.66, 398
2024-03-15,  4370,  put,  43.20, 188
2024-03-15,  4375,  put,  43.80, 119
2024-03-15,  4400,  put,  47.59, 3642
2024-03-15,  4420,  put,  50.70, 510
2024-03-15,  4425,  put,  51.44, 1874
2024-03-15,  4450,  put,  56.22, 840
2024-03-15,  4475,  put,  60.37, 255
2024-03-15,  4500,  put,  66.55, 2193
2024-03-15,  4550,  put,  78.69, 112
2024-03-15,  4580,  put,  88.00, 88
2024-03-15,  4600,  put,  94.03, 23234
2024-03-15,  4625,  put,  103.10, 171
2024-03-15,  4650,  put,  112.14, 928
2024-03-15,  4660,  put,  115.10, 371
2024-03-15,  4690,  put,  128.87, 70
2024-03-15,  4725,  put,  155.57, 54
2024-03-15,  5000,  put,  344.78, 9497
2024-03-15,  5500,  put,  828.60, 302
2024-04-19,  4600, call,  192.50, 506
2024-04-19,  4690, call,  138.00, 93
2024-04-19,  4710, call,  123.60, 126
2024-04-19,  4875, call,  54.74, 505
2024-04-19,  5000, call,  24.40, 391
2024-04-19,  2200,  put,  1.47, 1632
2024-04-19,  3375,  put,  7.50, 89
2024-04-19,  3425,  put,  8.18, 63
2024-04-19,  3690,  put,  13.61, 52
2024-04-19,  3950,  put,  21.90, 124
2024-04-19,  4150,  put,  34.65, 498
2024-04-19,  4200,  put,  39.20, 679
2024-04-19,  4250,  put,  44.45, 130
2024-04-19,  4280,  put,  50.09, 96
2024-04-19,  4300,  put,  50.00, 541
2024-04-19,  4400,  put,  64.52, 77
2024-04-19,  4600,  put,  112.65, 941
2024-04-19,  4620,  put,  117.90, 121
2024-04-19,  4630,  put,  121.20, 117
2024-04-19,  4640,  put,  124.90, 112
2024-04-19,  4650,  put,  129.36, 116
2024-04-19,  4670,  put,  135.70, 103
2024-04-19,  4675,  put,  137.80, 102
2024-04-19,  4680,  put,  139.70, 100
2024-05-17,  4470, call,  303.17, 78
2024-05-17,  4675, call,  173.50, 169
2024-05-17,  4720, call,  147.97, 75
2024-05-17,  4850, call,  82.58, 227
2024-05-17,  4900, call,  67.43, 50
2024-05-17,  5000, call,  39.00, 361
2024-05-17,  3650,  put,  17.08, 60
2024-05-17,  3675,  put,  17.70, 62
2024-05-17,  3725,  put,  19.40, 58
2024-05-17,  4150,  put,  44.97, 113
2024-05-17,  4325,  put,  66.24, 51
2024-05-17,  4375,  put,  75.03, 143
2024-05-17,  4600,  put,  127.36, 502
2024-05-17,  4720,  put,  168.83, 75
2024-06-21,  4000, call,  724.70, 810
2024-06-21,  4475, call,  343.41, 81
2024-06-21,  4600, call,  245.16, 956
2024-06-21,  4625, call,  232.47, 53
2024-06-21,  4675, call,  205.85, 53
2024-06-21,  4700, call,  175.46, 1773
2024-06-21,  4725, call,  175.00, 55
2024-06-21,  4750, call,  158.20, 1602
2024-06-21,  4800, call,  127.66, 130
2024-06-21,  4875, call,  100.11, 202
2024-06-21,  4900, call,  91.13, 501
2024-06-21,  5000, call,  56.47, 1162
2024-06-21,  5025, call,  47.77, 251
2024-06-21,  5100, call,  34.57, 215
2024-06-21,  5150, call,  26.72, 310
2024-06-21,  5200, call,  19.90, 507
2024-06-21,  5250, call,  15.65, 461
2024-06-21,  5300, call,  11.95, 210
2024-06-21,  5400, call,  6.70, 212
2024-06-21,  1400,  put,  1.05, 1212
2024-06-21,  2000,  put,  2.55, 571
2024-06-21,  3000,  put,  9.10, 274
2024-06-21,  3225,  put,  12.60, 327
2024-06-21,  3300,  put,  13.62, 726
2024-06-21,  3400,  put,  16.19, 1907
2024-06-21,  3500,  put,  18.10, 1443
2024-06-21,  3575,  put,  21.20, 220
2024-06-21,  3700,  put,  25.04, 873
2024-06-21,  3750,  put,  27.21, 60
2024-06-21,  3875,  put,  33.39, 52
2024-06-21,  3900,  put,  35.00, 127
2024-06-21,  4000,  put,  42.17, 1530
2024-06-21,  4100,  put,  53.27, 1543
2024-06-21,  4125,  put,  54.15, 919
2024-06-21,  4150,  put,  56.67, 825
2024-06-21,  4200,  put,  62.40, 180
2024-06-21,  4250,  put,  69.18, 1356
2024-06-21,  4300,  put,  76.62, 667
2024-06-21,  4350,  put,  84.71, 68
2024-06-21,  4375,  put,  89.05, 1001
2024-06-21,  4400,  put,  93.95, 1228
2024-06-21,  4475,  put,  108.63, 114
2024-06-21,  4500,  put,  114.46, 61
2024-06-21,  4525,  put,  128.98, 200
2024-06-21,  4550,  put,  127.03, 515
2024-06-21,  4575,  put,  136.59, 251
2024-06-21,  4600,  put,  141.20, 1146
2024-06-21,  4625,  put,  152.23, 60
2024-06-21,  4675,  put,  165.21, 53
2024-06-21,  4700,  put,  185.57, 1104
2024-06-21,  4725,  put,  185.10, 55
2024-06-21,  4800,  put,  217.90, 70
2024-06-21,  5000,  put,  343.17, 810
2024-07-19,  4650, call,  231.50, 191
2024-07-19,  4675, call,  216.90, 100
2024-07-19,  4800, call,  156.23, 108
2024-07-19,  4875, call,  121.62, 102
2024-07-19,  4900, call,  110.41, 60
2024-07-19,  4925, call,  100.33, 123
2024-07-19,  2200,  put,  4.50, 260
2024-07-19,  3450,  put,  20.79, 50
2024-07-19,  3675,  put,  29.25, 100
2024-07-19,  3700,  put,  30.45, 90
2024-07-19,  4025,  put,  53.68, 450
2024-07-19,  4050,  put,  55.04, 464
2024-07-19,  4125,  put,  64.12, 228
2024-07-19,  4150,  put,  65.75, 422
2024-07-19,  4175,  put,  70.04, 100
2024-07-19,  4300,  put,  87.20, 73
2024-07-19,  4350,  put,  95.70, 183
2024-07-19,  4450,  put,  115.40, 165
2024-07-19,  4500,  put,  126.90, 97
2024-07-19,  4550,  put,  140.03, 96
2024-07-19,  4750,  put,  211.69, 68
2024-07-19,  4800,  put,  237.90, 120
2024-08-16,  4600, call,  301.48, 513
2024-08-16,  4950, call,  109.73, 123
2024-08-16,  3300,  put,  20.40, 90
2024-08-16,  3325,  put,  20.86, 99
2024-08-16,  3875,  put,  47.81, 90
2024-08-16,  4100,  put,  70.32, 83
2024-08-16,  4125,  put,  72.47, 91
2024-08-16,  4300,  put,  98.06, 194
2024-08-16,  4500,  put,  143.42, 104
2024-08-16,  4600,  put,  165.48, 508
2024-08-16,  4725,  put,  208.37, 90
2024-09-20,   200, call,  4369.30, 309
2024-09-20,  4000, call,  789.57, 66
2024-09-20,  4475, call,  419.13, 218
2024-09-20,  4500, call,  395.62, 92
2024-09-20,  4750, call,  222.35, 358
2024-09-20,  4775, call,  217.04, 66
2024-09-20,  4800, call,  207.72, 535
2024-09-20,  4825, call,  189.72, 173
2024-09-20,  4875, call,  166.29, 98
2024-09-20,  5000, call,  112.73, 141
2024-09-20,  5050, call,  89.74, 54
2024-09-20,  5100, call,  78.61, 221
2024-09-20,  5125, call,  69.17, 84
2024-09-20,  5200, call,  48.69, 462
2024-09-20,  5300, call,  34.87, 207
2024-09-20,  5400, call,  21.94, 76
2024-09-20,  2000,  put,  5.10, 573
2024-09-20,  3125,  put,  19.60, 233
2024-09-20,  3200,  put,  21.70, 309
2024-09-20,  3250,  put,  22.55, 171
2024-09-20,  3675,  put,  40.60, 853
2024-09-20,  3750,  put,  46.09, 2010
2024-09-20,  3900,  put,  57.77, 1502
2024-09-20,  4000,  put,  68.79, 183
2024-09-20,  4050,  put,  76.45, 54
2024-09-20,  4100,  put,  79.66, 502
2024-09-20,  4300,  put,  110.90, 135
2024-09-20,  4400,  put,  133.00, 1005
2024-09-20,  4450,  put,  140.00, 119
2024-09-20,  4500,  put,  155.30, 659
2024-09-20,  4600,  put,  178.80, 155
2024-09-20,  4750,  put,  237.44, 50
2024-09-20,  5000,  put,  347.95, 66
2024-10-18,  4700, call,  275.70, 84
2024-10-18,  4850, call,  187.00, 68
2024-10-18,  5100, call,  91.10, 51
2024-10-18,  5125, call,  86.60, 68
2024-10-18,  1700,  put,  4.10, 3750
2024-10-18,  2300,  put,  8.40, 2500
2024-10-18,  3800,  put,  57.00, 300
2024-10-18,  4225,  put,  110.10, 600
2024-10-18,  4250,  put,  112.19, 80
2024-10-18,  4650,  put,  209.45, 300
2024-10-18,  5000,  put,  354.10, 722
2024-11-15,  4450, call,  470.49, 138
2024-11-15,  4475, call,  452.82, 238
2024-11-15,  4600, call,  380.10, 1925
2024-11-15,  5300, call,  58.75, 250
2024-11-15,  3600,  put,  47.50, 125
2024-11-15,  4000,  put,  87.45, 154
2024-11-15,  4425,  put,  161.69, 304
2024-11-15,  4450,  put,  163.40, 133
2024-11-15,  4625,  put,  215.01, 81
2024-11-15,  4675,  put,  229.74, 130
2024-11-15,  4850,  put,  295.85, 150
2024-12-20,  3800, call,  1007.83, 700
2024-12-20,  4450, call,  493.09, 138
2024-12-20,  4475, call,  490.46, 241
2024-12-20,  4500, call,  470.82, 1019
2024-12-20,  4600, call,  404.84, 652
2024-12-20,  4800, call,  270.30, 76
2024-12-20,  4850, call,  247.41, 54
2024-12-20,  4875, call,  230.05, 104
2024-12-20,  5000, call,  175.19, 840
2024-12-20,  5300, call,  69.35, 250
2024-12-20,  5350, call,  61.50, 108
2024-12-20,  5500, call,  36.00, 126
2024-12-20,  5600, call,  24.72, 1318
2024-12-20,  8400, call,  0.15, 100
2024-12-20,   400,  put,  0.25, 353
2024-12-20,   500,  put,  0.40, 60
2024-12-20,  1800,  put,  6.07, 54
2024-12-20,  2300,  put,  11.01, 218
2024-12-20,  2400,  put,  12.28, 475
2024-12-20,  3000,  put,  24.30, 1228
2024-12-20,  3250,  put,  33.56, 1500
2024-12-20,  3500,  put,  46.40, 828
2024-12-20,  3600,  put,  53.00, 182
2024-12-20,  3650,  put,  58.00, 196
2024-12-20,  3750,  put,  65.35, 58
